hit_id,smiles,vina_PD-L1,vina_TGF-bR1,dual_score
HIT_0761,C[C@@H]1[C@H](N2CCOCC2)CCN1c1cc2c3c(c1)nc(C[C@H]1OCc4ccccc41)n3CC2,-7.277,-4.915,-12.192
HIT_0762,C[C@H]1CN(c2ccc3c(n2)CCC3=O)CCC[C@@H]1N1CCCc2cnccc21,-7.411,-4.781,-12.192
HIT_0763,O[C@@H]1CCC[C@@H]2CN(c3ccc(F)c(Oc4cccc5c4CNC5)c3)C[C@H]21,-7.079,-5.113,-12.192
HIT_0764,N#C[C@@]1(F)CCN([C@H]2Cc3ccccc3[C@H]2Oc2cccc(O)c2N)C1,-7.381,-4.811,-12.192
HIT_0765,O=C1CCc2cccc(C(=O)N3CCCc4nc(Cl)ccc43)c21,-7.725,-4.467,-12.192
HIT_0766,C[C@@H]1N(c2ccc3c(c2)[C@H](N2CCc4cc(=O)n(C)cc42)CCN3)CCC1(F)F,-8.178,-4.013,-12.191
HIT_0767,Cc1cc(C)cc([C@@]2(F)CCN(C(=O)[C@H]3C[C@@H](N4CCc5cc6c(cc5C4)OCO6)C3)C2)c1,-7.416,-4.775,-12.191
HIT_0768,C[C@@H](c1ccc2c(c1)CNC(=O)CC2)N1CCc2c(O)cccc21,-7.326,-4.864,-12.19
HIT_0769,Nc1ccc(F)c(C(=O)N2CCCC[C@@H](N3CC[C@H](O)c4cccnc43)C2)c1,-7.882,-4.307,-12.189
HIT_0770,Cc1cncnc1C(=O)N[C@H]1C[C@@H](C(=O)Nc2c(C)cc(C)c3c2C(=O)CCO3)N(C)C1,-7.514,-4.674,-12.188
HIT_0771,C1=C(c2nc3cccc4c3n2CCO4)CCN(c2cccc3c2CNCC3)C1,-7.47,-4.718,-12.187999999999999
HIT_0772,N#Cc1ccc(N2CCCC[C@@H](N3CCOc4cccc(F)c4C3)C2)cc1F,-7.721,-4.466,-12.187000000000001
HIT_0773,Cc1ccc2n[nH]cc2c1-c1ccc2c(c1)CNCCC2,-7.075,-5.112,-12.187000000000001
HIT_0774,O=C(c1nn[nH]c1Cl)N1CC[C@H](N2CCC(F)(c3ccccc3)CC2)c2ccccc21,-7.205,-4.982,-12.187000000000001
HIT_0775,Cc1nc(OC[C@@H]2CCN([C@H]3CCOc4ccc(Cl)cc43)[C@H]2C)ccc1C#N,-7.12,-5.065,-12.185
HIT_0776,O=C(Nc1ccc(F)cc1F)[C@H]1NCCc2cc(F)ccc21,-7.627,-4.558,-12.184999999999999
HIT_0777,O=C1COc2cc(N3CCC[C@H](O)c4cc(F)ccc43)ccc21,-7.566,-4.617,-12.183
HIT_0778,CC(C)(O)[C@H]1CCN1c1cccc2c1CN(c1cc(F)ccc1C#N)CC2,-7.256,-4.927,-12.183
HIT_0779,Oc1ncc(F)cc1N1CCCc2cc3c(cc21)NCCC3,-7.846,-4.337,-12.183
HIT_0780,N[C@H]1CCc2cc(N3CCc4ccc(F)cc4C3)ccc21,-6.763,-5.42,-12.183
HIT_0781,COc1cccc2sc([C@H]3CCN(c4cccc5c4CCCNC5)C3)nc12,-7.33,-4.852,-12.182
HIT_0782,Cc1ccc(F)c(O)c1N1CCNc2ccc(C(=O)N3C[C@@H](C)O[C@@H](C)[C@H]3C)cc21,-7.171,-5.01,-12.181000000000001
HIT_0783,Cc1ccncc1-c1c(N2CCC(F)(F)[C@H]2C)ccc2c1OC[C@@H]2N,-7.516,-4.664,-12.18
HIT_0784,Cn1ncc(F)c1N1CCNC(=O)c2cc(N3CCC[C@]4(C)CCC[C@@H]34)ccc21,-8.065,-4.112,-12.177
HIT_0785,N#Cc1cccc(Oc2ccc(N)c(C(=O)N3CCc4cccc(F)c4C3)c2)c1F,-6.177,-6.0,-12.177
HIT_0786,C[C@H]1CN(c2ccc3c(c2)N(C(=O)c2cccc(F)c2Br)S(=O)(=O)C3)C[C@@H]1C#N,-7.219,-4.958,-12.177
HIT_0787,Cc1cnc(O)c(N2Cc3ccc(N4CC[C@H](C(=O)O)[C@@H]4C)cc3C2)c1,-7.367,-4.81,-12.177
HIT_0788,C[C@@H]1Cc2cc(F)ccc2CN1c1ccc2c(c1)OCCN2,-7.131,-5.045,-12.176
HIT_0789,N#Cc1c(F)cccc1N1CCCc2ccc(N3CC4(CCCCCO4)C3)nc21,-6.925,-5.25,-12.175
HIT_0790,CN1CCOC[C@H]1c1nc(-c2ccc3c(c2)N(C(=O)[C@@H]2CCOC2)CCO3)no1,-6.674,-5.5,-12.174
HIT_0791,Fc1cc(F)c2c(c1)CCN(c1ccc3c(c1)CCN3)C2,-7.574,-4.599,-12.173
HIT_0792,Cn1cccc(N2CCN(c3ccc4c(n3)CCC[C@@H]4O)C[C@@H]2c2cc(F)ccc2F)c1=O,-6.399,-5.774,-12.173
HIT_0793,Cc1ccc(C(=O)N2CCc3ccc(N4CCCCNCCNCC4)cc32)nn1,-8.092,-4.08,-12.172
HIT_0794,CC1=C(N2CCC(=O)[C@H](C)C2)CN(c2ccc3c(c2)OCC[C@@H]3N)CC1,-7.224,-4.948,-12.172
HIT_0795,CC1(C)NCC[C@H]1N1CCc2cc(-c3ccc4c(c3)CC4)ccc2C1,-7.214,-4.958,-12.172
HIT_0796,CCc1ccc(NC(=O)[C@@H]2[C@@H](O)CCCN2[C@@H]2Cc3cccc(F)c32)cc1,-7.377,-4.794,-12.171
HIT_0797,O=C([C@H]1C[C@H](F)CN1c1ccncc1O)N1CCc2c(F)cccc21,-7.19,-4.979,-12.169
HIT_0798,Fc1ccc2c(c1Br)CN(c1ccc3c(c1)NCC3)CC2,-6.849,-5.32,-12.169
HIT_0799,Fc1ccc2c(c1)[C@@H](Nc1cccc3c1C1(CCNCC1)CO3)CCC2,-7.644,-4.525,-12.169
HIT_0800,CCc1cccc2c1CCN(c1ccc3c(c1)[C@@H](N1CCC[C@@H](O)[C@@H]1C)CNC3)C2,-6.828,-5.341,-12.169
HIT_0801,O=C(N1CCc2ccc(N3CCCc4n[nH]cc43)cc21)C1(F)CCC1,-7.326,-4.842,-12.168
HIT_0802,C[C@H]1CC[C@H](c2nc3cc(N4CCCS4(=O)=O)ccc3o2)N1c1ccc(F)cc1C#N,-7.404,-4.764,-12.168
HIT_0803,O=C1CNCc2ccc(N3CCc4ncc(N5CCc6ccncc65)cc4C3)cc21,-7.445,-4.723,-12.168
HIT_0804,O[C@H]1COCC[C@]1(C#Cc1ccccc1)N1CCOc2ccc(Cl)cc21,-7.511,-4.656,-12.167
HIT_0805,C[C@@H](C#N)N1CCN(c2ccc3c(c2)[C@@H](N2CCc4ccncc42)CN3)CC1,-7.551,-4.615,-12.166
HIT_0806,Cc1ccnc(-c2ccnc(C(C)C)c2)c1CN1CCOc2cc(F)ccc2C1,-7.51,-4.656,-12.166
HIT_0807,Cc1cnc(N2CC[C@@H](C)[C@@H](N3CCCc4ccncc43)CC2)cc1N,-7.443,-4.722,-12.165
HIT_0808,CC[C@@]1(F)CCN(c2ccc3c(c2)N(C(=O)c2cnncc2C)CC3)C1,-7.223,-4.942,-12.165
HIT_0809,Cc1ccc(Oc2ccc3c(n2)CCCN3)c(N2CCc3ccccc3C2)n1,-7.296,-4.868,-12.164000000000001
HIT_0810,N#Cc1ncccc1Oc1cccc2c1CCN2c1cncc(N2CC[C@@](F)(C#N)C2)n1,-6.771,-5.393,-12.164
HIT_0811,Fc1ccc2c(c1)CN(c1ccc3c(c1)COC31CCNCC1)CC2,-6.979,-5.185,-12.164
HIT_0812,Cc1cccc(C)c1C(=O)N1CCc2ccc(N3CCC(=O)[C@H](C)C3)cc2C1,-6.733,-5.431,-12.164
HIT_0813,C[C@@H]1CCCC[C@H]1N(C)[C@H]1COc2cccc(N[C@H](C)c3ncccc3F)c2C1,-7.441,-4.721,-12.161999999999999
HIT_0814,Cc1nn(C)c(NC(=O)c2ccc3c(c2)CN(C)CC3)c1C#N,-7.431,-4.731,-12.161999999999999
HIT_0815,CC1(Oc2cnc(O)c(-c3ccnc(F)c3F)c2)CC2(CNC2)C1,-7.276,-4.886,-12.161999999999999
HIT_0816,O=C(O[C@@H]1Cc2ccc(N3CC[C@@]4(CCOC4)C3)cc2C1)c1cccc2c1OCC2,-6.859,-5.302,-12.161
HIT_0817,Cc1cccc(NC(=O)[C@@H]2N([C@@H]3CCOc4cccnc43)CCC2(F)F)c1,-7.108,-5.052,-12.16
HIT_0818,C[C@H]1[C@H](C(=O)N2Cc3cc(F)cnc3C2)CN1c1ccc2c(c1)C(C)(C)NC2=O,-7.655,-4.505,-12.16
HIT_0819,O=C(N1CCC2(CC1)OCc1cccc(F)c12)[C@@]1(F)CCN(c2ccc3c(c2)CCN3)C1,-7.31,-4.85,-12.16
HIT_0820,C[C@@H]1NCC[C@@H]1C(=O)N1CCc2ccc(N3CCCc4cccc(F)c4C3)cc21,-8.643,-3.516,-12.159
HIT_0821,Cc1c(F)ccc(-c2ccc3c(n2)CCN(C(=O)[C@]2(F)CCNC2)C3)c1F,-7.428,-4.73,-12.158000000000001
HIT_0822,Fc1ccc(F)c2c1CCN(c1ncc3c(n1)CCNC3)C2,-7.68,-4.478,-12.158
HIT_0823,Cc1ccc(O[C@H]2CCN(c3cccc4c3C3(CC3)C(=O)N4)C2)c(Cl)c1,-7.055,-5.102,-12.157
HIT_0824,Cc1ccc(-c2ccc(C#N)c(F)c2)cc1C(=O)N1CCC(=O)[C@@H]2CCC[C@H]21,-7.561,-4.596,-12.157
HIT_0825,Cc1c(O)ccc2c1CCCN2c1ccc2c(c1)[C@@]1(COCCN1)CO2,-7.633,-4.521,-12.154
HIT_0826,Cc1ccc(N2CCc3ccc(C(=O)N4CCCCC(F)(F)C4)cc32)c(O)n1,-8.096,-4.058,-12.154
HIT_0827,O=C(O)[C@@H]1Cc2ccccc2C[C@H]1c1nc2cc(F)ccc2s1,-7.057,-5.096,-12.153
HIT_0828,Cn1cc(N2CCCN(c3cc(F)c4c(c3)NCCO4)CC(=O)C2)ccc1=O,-7.583,-4.57,-12.153
HIT_0829,Cc1cc(N2CCCO[C@@H](C(=O)Nc3nc(C)n4c3CCCC4)C2)cn(C)c1=O,-6.771,-5.382,-12.152999999999999
HIT_0830,C[C@@H]1[C@H](C(=O)N2CCN3CCc4ccccc4[C@@H]3C2)CCN1c1ccc(F)c(O)c1,-6.664,-5.489,-12.152999999999999
HIT_0831,Cc1cc(C(=O)N2C[C@H]3CNCC[C@@H]32)nnc1N1CC[C@@H](c2ncccn2)C1,-6.772,-5.379,-12.151
HIT_0832,Oc1cccc2c1CC[C@H]2Nc1ccc2c(c1)[C@@]1(CC2)COCCN1,-6.802,-5.349,-12.151
HIT_0833,CC[C@@H]1C[C@H]1NC(=O)N1C[C@@H](C(=O)N2CCc3cc(C)ccc32)[C@]2(CCOC2)C1,-6.716,-5.435,-12.151
HIT_0834,CC1(C)[C@H](F)C[C@@H]1N1C[C@@H](C(=O)N2Cc3cccc(F)c3C2)[C@@H](N)C1=O,-7.556,-4.594,-12.15
HIT_0835,C[C@H]1CCN(c2ccc3c(n2)CCCN3[C@@H]2CCCc3c(F)cccc32)C[C@H]1O,-7.229,-4.921,-12.15
HIT_0836,C[C@@H]1C[C@@H](C(C)(C)O)N(c2ccc3c(c2)CCN3c2ccc3c(c2)C(=O)COC3)C1,-7.213,-4.937,-12.15
HIT_0837,Cc1c(C(=O)N2CCOCC3(CCCC3)C2)cccc1-c1ccccc1,-7.711,-4.439,-12.15
HIT_0838,C[C@@H]1CC[C@@H](c2nnc(-c3cccnc3)o2)N([C@H]2c3cc(F)ccc3C[C@H]2C)[C@H]1C,-7.079,-5.071,-12.149999999999999
HIT_0839,C[C@H]1CN(C(=O)c2cccnc2)C[C@@H](C(=O)N2CCCCc3ncccc32)O1,-7.343,-4.806,-12.149000000000001
HIT_0840,O=C1C[C@@H](N2CC(F)(C(=O)N3CCCc4ccc(O)cc43)C2)c2nccnc21,-7.079,-5.07,-12.149000000000001
HIT_0841,CC1(NC(=O)c2ccc(N3Cc4ncnc(Oc5ccc(F)cc5C#N)c4C3)cc2)COC1,-7.734,-4.415,-12.149000000000001
HIT_0842,C[C@H]1CN(c2nc(-c3ccc(Cl)cc3F)c(Cl)[nH]2)CC[C@]1(C)O,-6.812,-5.335,-12.147
HIT_0843,O=C1NCCN1c1cccc(N2CCC3(CCCC3)CC2)c1,-7.254,-4.893,-12.146999999999998
HIT_0844,CC1=C(N2CC[C@@](F)(C#N)C2)CN(c2ccc(C#N)c(N3CCNCC3)c2)CC1,-7.308,-4.838,-12.146
HIT_0845,O=C(c1cnoc1)N1CCc2ncc(N3CCCc4ccc(F)cc4C3)cc2C1,-7.372,-4.774,-12.146
HIT_0846,O=C(N[C@@]1(C(F)(F)F)CCOC1)c1nc(N2CCCc3ccc(F)cc3C2)cs1,-6.916,-5.23,-12.146
HIT_0847,Cc1n[nH]cc1-c1cc(F)cc2c1NC(=O)C2=CC1CCCCC1,-8.081,-4.064,-12.145
HIT_0848,Cc1nc(C(=O)N2CCc3ccc(N4CC[C@@]45CCOc4ccc(F)cc45)cc3C2)oc1C,-7.213,-4.932,-12.145
HIT_0849,Cc1cc(F)cc2c1N(c1cnc3c(c1)N(C(=O)N1CCOC[C@@H](C)C1)CCN3)CCC2,-7.857,-4.288,-12.145
HIT_0850,C[C@@H]1Oc2c(cccc2N2CCc3cc(F)cc(F)c32)NC1=O,-7.436,-4.709,-12.145
HIT_0851,Cc1cc(C(F)(F)N2CC(=O)C[C@H]2C(=O)N2CCc3ccc(F)cc32)n[nH]1,-6.742,-5.403,-12.145
HIT_0852,N#Cc1ccc(F)c(N2CCCn3nc(C#N)cc3C2)c1,-6.96,-5.184,-12.144
HIT_0853,N#Cc1ccccc1N1CCc2ncc(N3CCC4(CCOCC4)C3)cc21,-6.828,-5.316,-12.144
HIT_0854,CC1(C)CN(c2cccc3c2CC[C@@H]3O)[C@@H]1C(=O)Nc1cncc(F)n1,-6.968,-5.175,-12.143
HIT_0855,N#Cc1ccc(F)cc1N1CCc2nc(N3CCCC34CCNCC4)ccc2C1,-7.155,-4.988,-12.143
HIT_0856,Cc1cc(F)cc(N2CCc3ncc(N4CCCNC(C)(C)C4)cc32)n1,-7.53,-4.612,-12.142
HIT_0857,CC[C@@H]1C[C@@H](N2CCCc3ccc(-c4ccc5c(c4)CCC5)cc3C2)CCN1,-7.241,-4.901,-12.142
HIT_0858,C[C@@H]1CN(c2cccc(-c3ccc(F)cc3C#N)c2)CCN1C(=O)[C@H]1CN[C@@H]1C,-7.117,-5.025,-12.142
HIT_0859,C[C@@H]1CC[C@@H](C)C1N(c1ccc2c(c1)OCCN2)[C@@H]1CCCCCC(=O)[C@H]1F,-6.812,-5.329,-12.141
HIT_0860,N[C@@H](C(=O)N1CCc2c(F)cccc2C1)c1c(F)cccc1F,-7.077,-5.064,-12.141
HIT_0861,Cc1cccc(C(C)(C)N[C@H]2C[C@@H](C)c3c(F)ccc(O)c32)n1,-7.193,-4.948,-12.141
HIT_0862,Oc1cc(F)c(F)cc1-c1ccc2c(c1)OCC[C@@]21CCN1,-7.488,-4.653,-12.141
HIT_0863,C[C@@H]1C[C@H](C)CN(c2ccc3c(c2)CN(c2c(F)ccc(C#N)c2O)C3)C1,-7.219,-4.92,-12.139
HIT_0864,C[C@]1(c2c(F)cccc2F)C[C@@H]1Nc1ccc2c(c1)C(=O)COC2,-7.011,-5.128,-12.139
HIT_0865,Cc1cc2c(c(N3C=CN4CCN(C(=O)[C@@H](C)c5cccc(N)c5)C[C@@H]43)c1)CCNC2=O,-8.165,-3.973,-12.137999999999998
HIT_0866,N#Cc1cc(N2CCc3ccc(N4C[C@H]5[C@H](C4)[C@@H]4CS(=O)(=O)C[C@H]54)cc3C2)ccc1F,-7.328,-4.809,-12.137
HIT_0867,O=C([C@H]1CC[C@@H](c2nc3ccc(F)cc3o2)N1)N1CC2(CCOC2)C1,-6.903,-5.234,-12.137
HIT_0868,O=C(C1=CCCCN1)N1CCCc2ccc(N3CCCCc4ccccc43)cc2C1,-7.957,-4.179,-12.136
HIT_0869,CC1(C)C[C@@H](c2nc3cc(F)ccc3o2)N(c2ccc(F)c3c2NC(=O)C3)C1,-6.841,-5.295,-12.136
HIT_0870,C[C@H]1[C@H](C(F)(F)F)CCCN1C(=O)C1(F)CCN(C(=O)c2ncccc2N)CC1,-7.286,-4.85,-12.136
HIT_0871,Cc1cccc(N2CCC[C@]3(CCCN(c4ccc5c(c4)CCNC5=O)C3)C2)c1C(N)=O,-7.05,-5.085,-12.135
HIT_0872,C[C@@]1(c2nc3cc(N4CC[C@H](O)[C@H](F)C4)cc4c3n2CC4)CCCO1,-7.04,-5.094,-12.134
HIT_0873,Cc1ccc(O)c(N2CCC[C@]23CCN(c2ccc(C#N)cc2)C3)c1,-6.898,-5.234,-12.132
HIT_0874,O=C([C@@H]1CSCCN1)N1CCCc2ccc(-c3ccc(F)cc3)nc21,-7.93,-4.201,-12.131
HIT_0875,O=C([C@H](O)c1ccc(F)cc1)N1CC[C@@]12CCOc1cc(F)ccc12,-7.517,-4.613,-12.13
HIT_0876,C[C@H]1CNCc2cc(N3CCc4ccc(N5[C@@H](C)CCC[C@@H]5C)cc43)ccc2O1,-7.462,-4.668,-12.129999999999999
HIT_0877,C[C@H]1C[C@H](C(=O)N2CCc3nc(N4CCCNc5ccccc5C4)ccc32)N1,-7.163,-4.967,-12.129999999999999
HIT_0878,c1cc(Oc2cccc3c2COC32CCNCC2)cc(N2CCC3(CCO3)CC2)c1,-6.572,-5.558,-12.129999999999999
HIT_0879,C[C@@H]1[C@H](C(=O)N2CCC[C@@H](O)c3cc(F)ccc32)CCN1c1ccncc1C#N,-6.944,-5.184,-12.128
HIT_0880,O=C1NCc2cc(N3CCCCNc4ccccc43)ccc21,-7.334,-4.793,-12.126999999999999
HIT_0881,Cc1[nH]c(C)c(N2CCC[C@]3(O)CCc4ccccc4[C@@H]23)c(=O)c1Cl,-7.193,-4.931,-12.123999999999999
HIT_0882,O=C1CCNc2c1cccc2N1CCc2ccc(F)cc2C1,-6.629,-5.495,-12.123999999999999
HIT_0883,O=c1cncc(N2CCc3cccc(N4CCC5(CCCCC5)C4)c3C2)[nH]1,-7.661,-4.463,-12.123999999999999
HIT_0884,C[C@@H]1CN(c2ccc3c(c2)[C@@]2(CCO3)CCN2c2ccccc2F)CCN1C,-7.249,-4.875,-12.123999999999999
HIT_0885,Cc1cnc(O)c(N2CCc3cccc(C)c3C2)c1,-7.299,-4.824,-12.123000000000001
HIT_0886,O=C(Nc1ccc(F)cc1-c1ccnc(O)c1)[C@H]1CC[C@@]2(CCNC2)CC1,-7.821,-4.302,-12.123
HIT_0887,Cc1cnc(NC(=O)[C@H]2C[C@H](C)N2[C@@H]2CCc3ccc(F)cc3C2)c(F)c1,-7.67,-4.452,-12.122
HIT_0888,N#Cc1c(F)ccc(F)c1N1CC[C@@](F)(C(=O)Nc2cccc(F)c2F)C1,-6.627,-5.495,-12.122
HIT_0889,O=C([C@H]1CCCN1c1ccccc1O)N1CCc2cccc(Cl)c21,-7.123,-4.998,-12.121
HIT_0890,C[C@H]1[C@@H](C(=O)N2CCc3c(F)cc(F)cc3C2)CCN1C(=O)[C@@H](N)c1ccco1,-7.31,-4.811,-12.120999999999999
HIT_0891,O=c1c(F)c[nH]cc1N1CC[C@@](O)(c2nc3c(F)cccc3s2)C1,-7.026,-5.095,-12.120999999999999
HIT_0892,C[C@@]1(F)CCC[C@H]1N(c1ccc2c(n1)NCCC2=O)[C@H]1CCCCCC(=O)[C@@H]1F,-7.649,-4.471,-12.120000000000001
HIT_0893,Nc1ccc(F)c(N[C@@H]2CCCc3c(F)cccc32)c1F,-7.084,-5.035,-12.119
HIT_0894,Cc1ccnc(C#N)c1N1C[C@@H](C)C[C@@H](c2nc3cccc4c3n2[C@@H](C)CNC4)C1,-7.094,-5.024,-12.118
HIT_0895,Cn1ccc(N2CCOc3cccc(N4CCCC45CCC5)c3C2)c1C(=O)O,-7.405,-4.713,-12.118
HIT_0896,C[C@@H]1CCNC[C@@H]1C(=O)N(c1ccc(O)nc1)[C@@H]1COc2c(F)ccc(F)c21,-7.11,-5.008,-12.118
HIT_0897,O=C1CC2(C1)CN(c1ccc3c(c1)OC[C@@H]3Nc1ccc3c(c1)[C@H](O)CC3)C2,-7.03,-5.088,-12.118
HIT_0898,C[C@H]1CCCCN(c2cnc3c(c2)CCN(c2ccncc2O)C3)C1,-7.245,-4.872,-12.117
HIT_0899,c1ccc2c(c1)CCN(c1ccc3c(c1)CNCC3)C2,-7.459,-4.658,-12.117
HIT_0900,Cc1cc(N2CC[C@@H](c3nc4cncc5c4n3CCC5)C2)cnc1O,-7.201,-4.915,-12.116
HIT_0901,O[C@@H]1Cc2ccc(N3CCCc4cc(Br)ccc4C3)cc2C1,-7.344,-4.772,-12.116
HIT_0902,COc1ccc(-c2ccc3c(c2)N(c2cccc4c2CCN4)CCO3)cn1,-7.012,-5.103,-12.114999999999998
HIT_0903,CC1(C)C[C@H](N2CCc3ccc(N4CCc5cccnc54)cc32)CN1,-7.332,-4.782,-12.114
HIT_0904,Fc1cccc2c1OCCN(c1ccc3c(c1)CNCC3)C2,-7.922,-4.191,-12.113
HIT_0905,Cn1cc(N2Cc3ccc(-c4ccnc(Cl)c4)cc3C2)ccc1=O,-7.565,-4.548,-12.113
HIT_0906,O[C@@H]1CCN(c2ccc3c(c2)[C@@H](O)CO3)c2ccccc21,-7.031,-5.081,-12.112
HIT_0907,COc1cc(N)nc(N2CC[C@H](N3C[C@H](C)Oc4ccc(F)cc43)[C@H](C)C2)c1,-7.24,-4.872,-12.112
HIT_0908,O=C(c1ccc2c(c1)NCCC2)N1CCCc2ncccc2C1,-7.476,-4.636,-12.112
HIT_0909,Cc1nc2c(c(Oc3ccc(F)c4c3CNCC4)n1)CN(C1CCCC1)C2,-7.481,-4.63,-12.111
HIT_0910,Clc1ccc2c(c1)[C@H](N[C@@H]1CCNCc3ccccc31)CC2,-7.115,-4.996,-12.111
HIT_0911,O=C(N1CCOc2ccc(N3Cc4ccc(O)cc4C3)cc21)C1(F)CNC1,-7.655,-4.455,-12.11
HIT_0912,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(=O)N1CCC[C@@H](N2Cc3ccc(Cl)cc3C2)C1,-7.3,-4.81,-12.11
HIT_0913,C[C@@H]1[C@H](C(=O)N2CCc3cc(F)ccc3C2)CCN1c1c(O)cccc1C#N,-6.941,-5.169,-12.11
HIT_0914,C[C@@H]1CCN(c2ccc(=O)n(C)c2)[C@@H]1C(=O)N1CCc2cccc(F)c21,-7.531,-4.578,-12.109
HIT_0915,N#Cc1cc(N2CCCCc3ccncc32)c(F)cc1O,-7.149,-4.959,-12.108
HIT_0916,Cc1cc(N)ccc1-c1c[nH]nc1C(=O)N1CCN(c2cccc3c2C[C@H](O)C3)[C@H](C)C1,-6.149,-5.959,-12.108
HIT_0917,CC1(Oc2cnccc2C#N)CN(Cc2cc(N3CCCc4ccc(O)cc43)c[nH]2)C1,-7.06,-5.047,-12.107
HIT_0918,Oc1cc(N[C@@H]2CCOc3cc(F)c(F)cc32)ccc1N1CCC[C@]12CCO2,-6.753,-5.354,-12.107
HIT_0919,Cc1ccc(Oc2ccc(N3CCC4(CCO4)CC3)nc2)cc1N1CCCC2(COC2)C1,-7.353,-4.754,-12.107
HIT_0920,C[C@H]1CC[C@H](N2CCCc3ccc(-c4ccc(CC#N)cc4F)nc32)CN1,-7.099,-5.007,-12.106
HIT_0921,C[C@@H]1C[C@@H](C)CN(c2ccc3c(c2)OCCN3c2cc(F)ccc2O)C1,-7.138,-4.967,-12.105
HIT_0922,Cc1cccc([C@@H](C)NC(=O)[C@@H]2CC[C@H]3N=CN[C@H]3C2)c1C,-7.129,-4.976,-12.105
HIT_0923,C[C@H]1CN([C@@H]2CCc3ccc(F)cc3C2)CCC[C@@]1(C)O,-7.269,-4.836,-12.105
HIT_0924,C[C@H]1C[C@H](N2Cc3ccc(F)cc3C2)CCN1c1ccc2c(c1)NCCC2=O,-6.867,-5.236,-12.103
HIT_0925,C[C@@H]1C[C@@H](N2CCc3cc(-c4cccs4)ccc32)CCN1,-6.864,-5.238,-12.102
HIT_0926,O=C(c1cccnc1)N1C[C@@H]2CCCN(c3ccc4c(n3)CCCN4)[C@H]2C1,-7.456,-4.646,-12.102
HIT_0927,N#Cc1cccc2c1CCN(c1ccc3c(c1)CNCC3)C2,-7.245,-4.857,-12.102
HIT_0928,COc1cc(C(=O)N2CCCc3c(Br)cccc3C2)cc2c1CCN2,-6.772,-5.329,-12.100999999999999
HIT_0929,O[C@@]1(Oc2nc3ccccc3[nH]2)CCN([C@@H]2CCOc3cc(F)ccc32)CC1(F)F,-7.753,-4.348,-12.100999999999999
HIT_0930,Cc1cc(C(=O)N2CCCCC3(CCC3)C2)ccc1Nc1c(F)cncc1F,-7.019,-5.082,-12.100999999999999
HIT_0931,C[C@@]1(C(=O)N2CCc3cccc(F)c3C2)CCN1c1cccc(C#N)c1O,-7.283,-4.817,-12.100000000000001
HIT_0932,N#Cc1cc(N2CCC3(CC2)OCc2cc(F)ccc23)cc(Cl)n1,-7.219,-4.881,-12.100000000000001
HIT_0933,N#C[C@]1(F)CCN(c2cc3c([nH]2)CCC[C@@H]3N2CCc3cc(F)ccc3C2)C1,-7.056,-5.044,-12.1
HIT_0934,C[C@@H]1[C@@H](C(=O)N2CCCC[C@@]23CCOC3)CCCN1c1ccc2c(c1)CCN2,-7.583,-4.515,-12.097999999999999
HIT_0935,Cc1c(N2Cc3nccnc3C2)ccc2c1C(=O)N([C@@]1(C(=O)O)COc3ccc(Cl)cc31)C2,-7.074,-5.024,-12.097999999999999
HIT_0936,C[C@H]1CCN(c2ccc3c(n2)N(C(=O)c2[nH]cc4c2CCCC4)CCC3)[C@@H](C)C1,-7.347,-4.75,-12.097000000000001
HIT_0937,C[C@]1(C(=O)N2CCOc3cc(F)ccc32)CCN(c2ccccc2O)C1,-7.595,-4.502,-12.097
HIT_0938,O=C1NCCn2c(N[C@H]3CCc4c(F)ccc(F)c43)ccc21,-7.537,-4.56,-12.097
HIT_0939,O=C1NCCCc2c1cccc2N1C[C@H]1c1ccc(Cl)cc1,-6.82,-5.276,-12.096
HIT_0940,O=C1CN(c2cnn3c2CNCC3)CCCN([C@H]2CCNc3cccc(F)c32)C1,-7.576,-4.52,-12.096
HIT_0941,CN1CCNc2ccc(N3CCc4ccc(O)cc4C3)cc21,-7.625,-4.47,-12.094999999999999
HIT_0942,C[C@@H]1C[C@@H](N2CCc3c(F)cccc32)CCN1c1cccc(CN)c1,-7.415,-4.68,-12.094999999999999
HIT_0943,Cc1nn(C)c(OC2(CC#N)CN([C@H]3CCc4cc(F)cc(F)c43)C2)c1C#N,-7.55,-4.545,-12.094999999999999
HIT_0944,O=C1CCN(c2ccc3c(c2)CCN(c2ccccc2C2=NCCN2)C3)C[C@@H]1CC1CC1,-6.77,-5.324,-12.094
HIT_0945,C[C@]1(c2nn[nH]n2)CCCN(c2cccc3c2C2(CC2)C(=O)N3)C1,-7.783,-4.309,-12.092
HIT_0946,O=C(Cc1ccc(O)cc1N1CCC2(CC1)COc1ncccc12)N1CCn2c(Br)cnc2C1,-8.019,-4.073,-12.092
HIT_0947,CC1(C)CN(c2cnn3c2NCCC3)Cc2c(C#N)cccc21,-7.059,-5.032,-12.091000000000001
HIT_0948,Cc1cncc(C)c1N1CCC[C@@H](Oc2ccc3c(c2)CNCCC3)[C@H](C)C1,-6.306,-5.785,-12.091000000000001
HIT_0949,Cc1ccc(F)c2c1CCN2c1ccc2c(c1)CCN2C(=O)C1CNC1,-7.459,-4.632,-12.091
